MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
3.044522437723423,RL,70.0,11200.0,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5.0,5.0,1965.0,1965.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,906.0,0.0,4.90527477843843,1040.0,GasA,Ex,Y,SBrkr,0.0,-1.3877787807814457e-17,1040.0,1.0,0.0,1.0,0.0,3.0,0.6931471805599453,TA,Typ,0.0,Gd,Detchd,Unf,1.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2008.0,WD,Normal,11.771443882099637
4.110873864173311,RL,85.0,11924.0,IR1,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9.0,5.0,2005.0,2006.0,Hip,CompShg,WdShing,Wd Shng,Stone,5.6594822157596205,Ex,TA,PConc,Ex,TA,No,GLQ,998.0,0.0,5.181783550292085,1175.0,GasA,Ex,Y,SBrkr,7.041411663794809,-1.3877787807814457e-17,2324.0,1.0,0.0,3.0,0.0,4.0,0.6931471805599453,Ex,Typ,2.0,Gd,BuiltIn,Fin,3.0,TA,TA,Y,4.997212273764115,3.091042453358316,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,New,Partial,12.75130259456002
3.044522437723423,RL,76.2,12968.0,IR2,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5.0,6.0,1962.0,1962.0,Hip,CompShg,HdBoard,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,737.0,0.0,5.170483995038151,912.0,GasA,TA,Y,SBrkr,0.0,-1.3877787807814457e-17,912.0,1.0,0.0,1.0,0.0,2.0,0.6931471805599453,TA,Typ,0.0,Gd,Detchd,Unf,1.0,TA,TA,Y,4.948759890378168,0.0,0.0,0.0,5.176149732573829,0.0,0.0,9.0,2008.0,WD,Normal,11.87757552297847
3.044522437723423,RL,91.0,10652.0,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7.0,5.0,2006.0,2007.0,Gable,CompShg,VinylSd,VinylSd,Stone,5.726847747587197,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,0.0,7.3098814858247865,1494.0,GasA,Ex,Y,SBrkr,0.0,-1.3877787807814457e-17,1494.0,0.0,0.0,2.0,0.0,3.0,0.6931471805599453,Gd,Typ,1.0,Gd,Attchd,RFn,3.0,TA,TA,Y,5.081404364984463,3.5263605246161616,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,New,Partial,12.540761149388421
3.044522437723423,RL,73.0,10920.0,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,6.0,5.0,1960.0,1960.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.3612921657094255,TA,TA,CBlock,TA,TA,No,BLQ,733.0,0.0,6.255750041753367,1253.0,GasA,TA,Y,SBrkr,0.0,-1.3877787807814457e-17,1253.0,1.0,0.0,1.0,1.0,2.0,0.6931471805599453,TA,Typ,1.0,Fa,Attchd,RFn,1.0,TA,TA,Y,0.0,5.14166355650266,5.176149732573829,0.0,0.0,0.0,0.0,5.0,2008.0,WD,Normal,11.964007453736912
3.828641396489095,RM,51.0,6120.0,Reg,Lvl,Corner,BrkSide,Norm,1Fam,1.5Unf,7.0,7.5,1929.0,2001.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,6.725033642166843,832.0,GasA,Ex,Y,FuseA,0.0,-1.3877787807814457e-17,854.0,0.0,0.0,1.0,0.0,2.0,0.6931471805599453,TA,Typ,0.0,Gd,Detchd,Unf,2.0,TA,TA,Y,3.8918202981106265,4.727387818712341,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,WD,Normal,11.790564777297387
3.044522437723423,RL,76.0,11241.0,IR1,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,6.0,7.0,1970.0,1970.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,5.198497031265826,TA,TA,CBlock,TA,TA,No,ALQ,578.0,0.0,6.056784013228625,1004.0,GasA,Ex,Y,SBrkr,0.0,-1.3877787807814457e-17,1004.0,1.0,0.0,1.0,0.0,2.0,0.6931471805599453,TA,Typ,1.0,TA,Attchd,Fin,2.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,6.552507887034589,2.9999999999999996,2010.0,WD,Normal,11.91170829631447
4.51085950651685,RL,72.0,10791.0,Reg,Lvl,Inside,Sawyer,Norm,Duplex,1Story,4.0,5.0,1967.0,1967.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,Slab,TA,TA,No,Unf,0.0,0.0,0.0,42.0,GasA,TA,Y,SBrkr,0.0,-1.3877787807814457e-17,1296.0,0.0,0.0,2.0,0.0,2.0,1.0986122886681098,TA,Typ,0.0,Gd,CarPort,Unf,2.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,6.2166061010848646,10.0,2006.0,WD,Normal,11.407576060361786
3.044522437723423,RL,66.0,13695.0,Reg,Lvl,Inside,SawyerW,RRAe,1Fam,1Story,5.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,TA,TA,No,GLQ,646.0,0.0,6.150602768446279,1114.0,GasA,Ex,Y,SBrkr,0.0,-1.3877787807814457e-17,1114.0,1.0,0.0,1.0,1.0,3.0,0.6931471805599453,Gd,Typ,0.0,Gd,Detchd,Unf,2.0,TA,TA,Y,0.0,4.634728988229636,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,WD,Normal,11.976665770490767
3.044522437723423,RL,70.0,7560.0,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5.0,6.0,1958.0,1965.0,Hip,CompShg,BrkFace,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,LwQ,504.0,0.0,6.26530121273771,1029.0,GasA,TA,Y,SBrkr,0.0,-1.3877787807814457e-17,1339.0,0.0,0.0,1.0,0.0,3.0,0.6931471805599453,TA,Min1,0.0,Gd,Attchd,Unf,1.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,COD,Abnorml,11.842236406331555
4.110873864173311,RL,101.0,14215.0,IR1,Lvl,Corner,NridgHt,Norm,1Fam,2Story,8.0,5.0,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.942799375126701,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,0.0,7.055312843339752,1158.0,GasA,Ex,Y,SBrkr,7.10578612948127,-1.3877787807814457e-17,2376.0,0.0,0.0,3.0,1.0,4.0,0.6931471805599453,Gd,Typ,1.0,Gd,BuiltIn,RFn,3.0,TA,TA,Y,5.484796933490655,5.043425116919247,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,New,Partial,12.692506186542177
3.828641396489095,RM,57.0,7449.0,Reg,Bnk,Inside,IDOTRR,Norm,1Fam,1.5Unf,7.0,7.0,1930.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,0.0,6.45833828334479,637.0,GasA,Ex,Y,FuseF,0.0,-1.3877787807814457e-17,1108.0,0.0,0.0,1.0,0.0,3.0,0.6931471805599453,Gd,Typ,1.0,Gd,Attchd,Unf,1.0,TA,TA,N,0.0,0.0,5.327876168789581,0.0,0.0,0.0,0.0,6.0,2007.0,WD,Normal,11.845109950883979
3.044522437723423,RL,75.0,9742.0,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8.0,5.0,2002.0,2002.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.641907070938114,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,7.430410654501705,1777.0,GasA,Ex,Y,SBrkr,0.0,-1.3877787807814457e-17,1795.0,0.0,0.0,2.0,0.0,3.0,0.6931471805599453,Gd,Typ,1.0,Gd,Attchd,RFn,2.0,TA,TA,Y,5.147494476813453,5.075173815233827,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,WD,Normal,12.345838935721968
4.795790545596741,RM,44.0,4224.0,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,1Story,5.0,7.0,1976.0,1976.0,Gable,CompShg,CemntBd,CmentBd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,GLQ,840.0,0.0,5.303304908059076,1040.0,GasA,TA,Y,SBrkr,0.0,-1.3877787807814457e-17,1060.0,1.0,0.0,1.0,0.0,3.0,0.6931471805599453,TA,Typ,1.0,TA,Attchd,Unf,2.0,TA,TA,Y,4.61512051684126,4.709530201312334,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,WD,Normal,11.774527900858468
3.044522437723423,RL,77.2,8246.0,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5.0,7.5,1968.0,2001.0,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,188.0,6.505784060128228,5.3230099791384085,1060.0,GasA,Ex,Y,SBrkr,0.0,-1.3877787807814457e-17,1060.0,1.0,0.0,1.0,0.0,3.0,0.6931471805599453,Gd,Typ,1.0,TA,Attchd,Unf,1.0,TA,TA,Y,6.008813185442595,4.51085950651685,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,WD,Normal,11.944714374881176
3.044522437723423,RL,110.0,14230.0,Reg,Lvl,Corner,NridgHt,Norm,1Fam,1Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,Stone,6.030685260261263,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,7.356918242356021,1566.0,GasA,Ex,Y,SBrkr,0.0,-1.3877787807814457e-17,1600.0,0.0,0.0,2.0,0.0,3.0,0.6931471805599453,Gd,Typ,1.0,Gd,Attchd,RFn,3.0,TA,TA,Y,0.0,4.04305126783455,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,WD,Normal,12.454107814022272
3.044522437723423,RL,60.0,7200.0,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5.0,7.0,1951.0,2000.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,234.0,6.18826412308259,5.198497031265826,900.0,GasA,TA,Y,SBrkr,0.0,-1.3877787807814457e-17,900.0,0.0,0.6931471805599452,1.0,0.0,3.0,0.6931471805599453,Gd,Typ,0.0,Gd,Detchd,Unf,2.0,TA,TA,Y,5.407171771460119,3.4965075614664802,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,WD,Normal,11.811554895830454
3.044522437723423,RL,98.0,11478.0,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8.0,5.0,2007.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,5.303304908059076,Gd,TA,PConc,Ex,TA,No,GLQ,1218.0,0.0,6.18826412308259,1704.0,GasA,Ex,Y,SBrkr,0.0,-1.3877787807814457e-17,1704.0,1.0,0.0,2.0,0.0,3.0,0.6931471805599453,Gd,Typ,1.0,Gd,Attchd,RFn,3.0,TA,TA,Y,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,WD,Normal,12.631343648903034
3.044522437723423,RL,47.0,16321.0,IR1,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,5.0,6.0,1957.0,1997.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,Gd,BLQ,1277.0,0.0,5.337538079701318,1484.0,GasA,TA,Y,SBrkr,0.0,-1.3877787807814457e-17,1600.0,1.0,0.0,1.0,0.0,2.0,0.6931471805599453,TA,Typ,2.0,Gd,Attchd,RFn,1.0,TA,TA,Y,5.666426688112432,5.14166355650266,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,WD,Normal,12.242891437918386
3.4339872044851463,RM,60.0,6324.0,IR1,Lvl,Inside,BrkSide,Feedr,1Fam,1Story,4.0,6.0,1927.0,1950.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,6.255750041753367,520.0,GasA,Fa,N,SBrkr,0.0,-1.3877787807814457e-17,520.0,0.0,0.0,1.0,0.0,1.0,0.6931471805599453,Fa,Typ,0.0,Gd,Detchd,Unf,1.0,Fa,TA,Y,3.912023005428146,0.0,4.477336814478207,0.0,0.0,0.0,0.0,5.0,2008.0,WD,Normal,11.134603622683905
4.2626798770413155,C (all),50.0,8500.0,Reg,Lvl,Inside,IDOTRR,Feedr,1Fam,2Story,4.0,4.0,1920.0,1950.0,Gambrel,CompShg,BrkFace,BrkFace,BrkFace,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,0.0,6.476972362889683,649.0,GasA,TA,N,SBrkr,6.505784060128228,-1.3877787807814457e-17,1317.0,0.0,0.0,1.0,0.0,3.0,0.6931471805599453,TA,Typ,0.0,Gd,Detchd,Unf,1.0,TA,Fa,N,0.0,4.007333185232471,5.153291594497779,0.0,0.0,0.0,0.0,7.0,2008.0,WD,Normal,10.596659732783579
3.044522437723423,RL,72.2,8544.0,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,1Story,5.0,6.0,1966.0,2006.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,0.0,7.113956109566034,1228.0,GasA,Gd,Y,SBrkr,0.0,-1.3877787807814457e-17,1228.0,0.0,0.0,1.0,1.0,3.0,0.6931471805599453,Gd,Typ,0.0,Gd,Attchd,Unf,1.0,TA,TA,Y,0.0,4.189654742026425,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,WD,Normal,11.914054519303125
3.044522437723423,RL,85.0,11049.0,Reg,Lvl,Corner,CollgCr,Norm,1Fam,1Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,0.0,7.118826249062078,1234.0,GasA,Ex,Y,SBrkr,0.0,-1.3877787807814457e-17,1234.0,0.0,0.0,2.0,0.0,3.0,0.6931471805599453,Gd,Typ,0.0,Gd,Attchd,RFn,2.0,TA,TA,Y,0.0,3.4339872044851463,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,WD,Normal,12.100161978566867
3.044522437723423,RL,70.0,10552.0,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5.0,5.0,1959.0,1959.0,Hip,CompShg,BrkFace,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,1018.0,0.0,5.942799375126701,1398.0,GasA,Gd,Y,SBrkr,0.0,-1.3877787807814457e-17,1700.0,0.0,0.6931471805599452,1.0,1.0,4.0,0.6931471805599453,Gd,Typ,1.0,Gd,Attchd,RFn,2.0,TA,TA,Y,0.0,3.6635616461296463,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,WD,Normal,12.016732516077072
4.795790545596741,RL,60.0,7313.0,Reg,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9.0,5.0,2005.0,2005.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.5093883366279774,Ex,TA,PConc,Ex,TA,No,GLQ,1153.0,0.0,6.013715156042802,1561.0,GasA,Ex,Y,SBrkr,0.0,-1.3877787807814457e-17,1561.0,1.0,0.0,2.0,0.0,2.0,0.6931471805599453,Ex,Typ,1.0,Gd,Attchd,Fin,2.0,TA,TA,Y,5.318119993844216,3.8712010109078916,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,WD,Normal,12.533579815765737
4.110873864173311,RL,108.0,13418.0,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8.0,5.0,2004.0,2005.0,Gable,CompShg,VinylSd,VinylSd,Stone,4.890349128221754,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,0.0,7.0192966537150445,1117.0,GasA,Ex,Y,SBrkr,7.186144304522324,-1.3877787807814457e-17,2452.0,0.0,0.0,3.0,1.0,4.0,0.6931471805599453,Gd,Typ,1.0,Gd,BuiltIn,Fin,3.0,TA,TA,Y,4.736198448394496,3.4965075614664802,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,WD,Normal,12.6410997921206
3.044522437723423,RL,111.5,10859.0,Reg,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5.0,5.0,1994.0,1995.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,0.0,7.001245622069476,1097.0,GasA,Ex,Y,SBrkr,0.0,-1.3877787807814457e-17,1097.0,0.0,0.0,1.0,1.0,3.0,0.6931471805599453,TA,Typ,0.0,Gd,Attchd,Unf,2.0,TA,TA,Y,5.973809611869261,4.174387269895637,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,WD,Normal,11.884495917930655
3.044522437723423,RL,74.0,8532.0,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5.0,6.0,1954.0,1990.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,6.030685260261263,TA,TA,CBlock,TA,TA,No,Rec,1213.0,0.0,4.442651256490317,1297.0,GasA,Gd,Y,SBrkr,0.0,-1.3877787807814457e-17,1297.0,0.0,0.6931471805599452,1.0,0.0,3.0,0.6931471805599453,TA,Typ,1.0,TA,Attchd,Fin,2.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,WD,Normal,11.938199736300925
3.044522437723423,RL,68.0,7922.0,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5.0,7.0,1953.0,2007.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,731.0,0.0,5.7899601708972535,1057.0,GasA,TA,Y,SBrkr,0.0,-1.3877787807814457e-17,1057.0,1.0,0.0,1.0,0.0,3.0,0.6931471805599453,Gd,Typ,0.0,Gd,Detchd,Unf,1.0,TA,TA,Y,0.0,3.970291913552122,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,WD,Abnorml,11.599112335481124
4.51085950651685,RL,65.0,6040.0,Reg,Lvl,Inside,Edwards,Norm,Duplex,1Story,4.0,5.0,1955.0,1955.0,Gable,CompShg,AsbShng,Plywood,BrkFace,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,0.0,0.0,42.0,GasA,TA,N,FuseP,0.0,-1.3877787807814457e-17,1152.0,0.0,0.0,2.0,0.0,2.0,1.0986122886681098,Fa,Typ,0.0,Gd,Attchd,Unf,-2.220446049250313e-16,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,WD,AdjLand,11.314486721293981
3.044522437723423,RL,84.0,8658.0,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6.0,5.0,1965.0,1965.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.624972813284271,TA,TA,CBlock,TA,TA,No,Rec,643.0,0.0,6.100318952020064,1088.0,GasA,Ex,Y,SBrkr,0.0,-1.3877787807814457e-17,1324.0,0.0,0.0,2.0,0.0,3.0,0.6931471805599453,TA,Typ,1.0,TA,Attchd,RFn,2.0,TA,TA,Y,0.0,4.9344739331306915,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,WD,Abnorml,11.982935344196433
